INDEX,STORY,QUERY
469,"Liu Yu, Zhang Xiang, and Chen Nan are classmates in high school. They are good friends and often share their likes and emotional experiences. Zhang Xiang knows that Liu Yu likes Chen Nan, but also knows that Chen Nan's past relationships with other girls are complicated. Liu Yu's close friend Zhang Xiang starts dating Chen Nan, who she has long admired.",<question>###QUESTION: What is Liu Yu's reaction when she sees Zhang Xiang and Chen Nan together?</question><option>###OPTION: A. Feeling betrayed B. Thrilled C. Ashamed D. Jealous</option>
470,"Liu Yu, Zhang Xiang, and Chen Nan are classmates in high school. They are good friends and often share their likes and emotional experiences. Zhang Xiang knows that Liu Yu likes Chen Nan, but also knows that Chen Nan's past relationships with other girls are complicated. Liu Yu's close friend Zhang Xiang starts dating Chen Nan, who she has long admired.","<question>###QUESTION: Liu Yu should feel betrayed, but she appears very excited. Why?</question><option>###OPTION: A. Liu Yu gives up her feelings for Chen Nan, so she doesn't care. B. Zhang Xiang's date with Chen Nan is arranged by Liu Yu. She asks Zhang Xiang to help her understand Chen Nan's true character and match them together. C. Liu Yu pretends to be happy on the surface, but in fact, she is sadder than anyone else inside. D. The reason Liu Yu is happy is because she thinks Zhang Xiang and Chen Nan are not suitable for each other, which is an opportunity for her.</option>"
471,"Liu Yu, Zhang Xiang, and Chen Nan are classmates in high school. They are good friends and often share their likes and emotional experiences. Zhang Xiang knows that Liu Yu likes Chen Nan, but he also knows that Chen Nan's past relationships with other girls are complicated. Liu Yu arranges for her close friend Zhang Xiang to start dating Chen Nan, the person she has long admired. She asks Zhang Xiang to help her understand Chen Nan's true character and match them together.",<question>###QUESTION: What is Liu Yu's reaction when she sees Zhang Xiang and Chen Nan together?</question><option>###OPTION: A. Feeling betrayed B. Thrilled C. Ashamed D. Jealous</option>
472,"Li Xue and Wang Hao are a pair of new lovers, both are very dedicated and seriously treat each other. During a date, Li Xue finds that Wang Hao gives vague answers to some of her questions.",<question>###QUESTION: What is the main emotion Li Xue feels during the date?</question><option>###OPTION: A. Happy B. Thrilled C. Angry D. Curious</option>
473,"Li Xue and Wang Hao are a pair of new lovers, both are very dedicated and seriously treat each other. During a date, Li Xue finds that Wang Hao gives vague answers to some of her questions.","<question>###QUESTION: Li Xue initially just doubts Wang Hao's answers, why does she become angry?</question><option>###OPTION: A. Li Xue finds that Wang Hao is distracted during the date. B. Li Xue suspects Wang Hao is not loyal to her. C. Wang Hao's evasion of a series of questions makes Li Xue think he may be hiding something. D. Li Xue feels that Wang Hao does not take their relationship seriously.</option>"
474,"Li Xue and Wang Hao are a pair of new lovers, both of them are very dedicated and serious about each other. During a date, Li Xue finds that Wang Hao gives vague answers to some of her questions, this makes Li Xue think he may be hiding something.","<question>###QUESTION: At this time, what emotion does Li Xue possibly show?</question><option>###OPTION: A. Happy B. Thrilled C. Angry D. Sadness</option>"
475,"Zhang Tao participates in a public debate competition for the first time. As a member of the debate team, he stands in front of the podium and prepares his opening statement, his heart beats faster.",<question>###QUESTION: What is Zhang Tao's reaction at the start of the debate competition?</question><option>###OPTION: A. Confident B. Excited C. Sadness D. Nervous</option>
476,"Zhang Tao participates in a public debate competition for the first time. As a member of the debate team, he stands in front of the podium and prepares his opening statement, his heart beats faster.","<question>###QUESTION: Zhang Tao should feel nervous at the start of the debate, but why does he look very confident?</question><option>###OPTION: A. Zhang Tao's long-term debate skills and full preparation quickly get him into the state. B. Zhang Tao underestimates the level of the opposing debate team. C. Zhang Tao thinks that the mentor may be encouraging him, this makes him feel confident during the debate. D. Zhang Tao thinks that he cannot let his teammates and mentor down, this boosts his confidence.</option>"
477,"Zhang Tao participates in a public debate for the first time. As a member of the debate team, he stands in front of the podium preparing his opening statement, his heart beats faster. Soon, the long-term cultivated debate skills and sufficient preparation quickly get him into the state.",<question>###QUESTION: What kind of feeling does Zhang Tao have after the debate starts?</question><option>###OPTION: A. Confident B. Thrilled C. Sadness D. Nervous</option>
478,"Zhou Jie and Lin Wan are a married couple who still love each other very much after many years of marriage. Even though they are busy with work, Zhou Jie prepares a romantic dinner for Lin Wan on their wedding anniversary night. The scene is very warm and romantic.",<question>###QUESTION: What does Lin Wan feel at the wedding anniversary dinner?</question><option>###OPTION: A. Happy B. Disappointed C. Angry D. Regretful</option>
479,"Zhou Jie and Lin Wan are a married couple who still love each other very much after many years of marriage. Although they are busy with work, on the night of their wedding anniversary, Zhou Jie prepares a romantic dinner for Lin Wan, and the scene is very warm and romantic.","<question>###QUESTION: At the wedding anniversary dinner, Lin Wan should feel happy, but she shows disappointment, why is this?</question><option>###OPTION: A. Lin Wan worries that Zhou Jie's feelings for her are not as strong as before. B. Lin Wan encounters some difficulties at work recently, but feels Zhou Jie does not care about her worries. C. Lin Wan recently gets a beautiful new hairstyle, but Zhou Jie does not notice. D. Lin Wan actually hopes that Zhou Jie proposes to go to a foreign holiday resort on their wedding anniversary, not just a dinner, so she feels very disappointed.</option>"
