INDEX,ABILITY,DATA_INDEX,STORY,QUESTION,OPTION-A,OPTION-B,OPTION-C,OPTION-D,ANSWER
340,Desire: Desire-action contradiction,1,"Li Lei really likes to play basketball, but his skills are not very good. Li Lei's friends often invite him to play basketball after school. Lei's sister always mocks his basketball skills. He is now in his senior year of high school and his coursework is heavy. Today is the weekend, Li Lei's friend invites him to play basketball. When Lei's sister asks him, ""Do you go to play basketball today?"" Li Lei answers, ""No.""",Is what Li Lei says to his sister true?,Yes,No,,,B
341,Desire: Desire-action contradiction,2,"Li Lei really likes to play basketball, but his skills are not very good. Li Lei's friends often invite him to play basketball after school. Lei's sister always mocks his basketball skills. He is now in his senior year of high school and his coursework is heavy. Today is the weekend, Li Lei's friend invites him to play basketball. When Lei's sister asks him, ""Do you go to play basketball today?"" Li Lei answers, ""No.""","Why does Li Lei want to play basketball, but he says no?",Because he thinks basketball is not interesting.,Because he is afraid of being mocked by his friends.,Because he does not want his sister to mock him anymore.,"Because he is in his senior year of high school and his coursework is heavy, he does not want to affect his studies by playing basketball.",C
342,Desire: Desire-action contradiction,1,"Xiaohua's school has a strict rule that students who do not complete their homework cannot participate in extracurricular activities. Xiaohua enjoys extracurricular activity time. Today, Xiaohua wants to participate in the school's basketball game. Xiaohua's dad asks him, ""Do you want to participate in extracurricular activities today?"" Xiaohua replies, ""No.""",Is what Xiaohua tells his dad true?,Yes,No,,,B
343,Desire: Desire-action contradiction,2,"Xiaohua's school has a strict rule that students who do not complete their homework cannot participate in extracurricular activities. Xiaohua enjoys extracurricular activity time. Today, Xiaohua wants to participate in the school's basketball game. Xiaohua's dad asks him, ""Do you want to participate in extracurricular activities today?"" Xiaohua replies, ""No.""","Why does Xiaohua clearly want to participate in the basketball game, but says there are no extracurricular activities?",Because he actually does not like basketball.,Because he forgets there are extracurricular activities.,Because he fears that the teacher finds out he plays without doing homework.,Because he wants to play basketball secretly without his dad knowing.,C
344,Non-Literal Communication: Irony/Sarcasm,1,"Anming's mother spends a long time making Anming's favorite fried fish and chips. But when she brings the food to Anming, Anming watches TV, she doesn't even look up, and doesn't say thank you. Anming's mother says angrily: ""You are really polite!""",Does mother tell the truth?,Yes,No,,,B
345,Non-Literal Communication: Irony/Sarcasm,2,"Anming's mother spends a long time making Anming's favorite fried fish and chips. But when she brings the food to Anming, Anming watches TV, she doesn't even look up, and doesn't say thank you. Anming's mother says angrily: ""You are really polite!""",Why does the mother say this?,She thinks Anming is a very polite child,She lies to encourage Anming to be a very polite child,She wants to mock her own food is not delicious.,She wants to mock Anming is a child without manners.,D
346,Non-literal communication: Egocentric lies,1,"In the ancient temple in the deep mountains, Monk Zhikong is the abbot of the temple and receives great respect from the believers. However, one night, a priceless relic in the temple gets stolen. The believers are in a heated discussion, and Monk Zhikong, in order to avoid the believers doubting the safety of the temple, says to everyone: ""The relic is not stolen, it just hides temporarily and comes back in a few days.""",Is what Monk Zhikong says true?,Yes,No,,,B
347,Non-literal communication: Egocentric lies,2,"In the ancient temple in the deep mountains, Monk Zhikong is the abbot of the temple and receives great respect from the believers. However, one night, a priceless relic in the temple gets stolen. The believers are in a heated discussion, and Monk Zhikong, in order to avoid the believers doubting the safety of the temple, says to everyone: ""The relic is not stolen, it just hides temporarily and comes back in a few days.""",Why does Monk Zhikong say this?,"Monk Zhikong says this to cover up the fact that he is the real thief, he hopes time gives him a chance to quietly put the relic back in place.","Monk Zhikong says this because he wants the thief to turn himself in, giving the thief a chance to reform through this statement.","Monk Zhikong actually sees the thief with his own eyes, he says this because he wants to retrieve the relic by himself, giving the believers a surprise.","Monk Zhikong says this because he wants to cover up the security lapses within the temple, thereby maintaining the reputation of the temple and the trust of the believers.",D
348,Emotion: Discrepant emotions,1,"Xiao Hong is supposed to help her club prepare for this event, but she goes to visit a friend instead.",What kind of emotion does Xiao Hong's friend have?,Angry,Proud,Grateful,Regretful,C
349,Emotion: Discrepant emotions,2,"Xiao Hong is supposed to help her club prepare for this event, but she goes to visit a friend instead.",What kind of emotion does the club member have?,Angry,Proud,Grateful,Regretful,A
350,Emotion: Discrepant emotions,1,"Xiao Li is a volunteer teacher, she teaches children in rural areas, so that children receive education, at the same time, she also sees the harsh teaching environment and the lack of resources.",What kind of emotion does Xiao Li have?,Happy,Angry,Guilt,Worry,D
351,Emotion: Discrepant emotions,2,"Xiao Li is a volunteer teacher, she teaches children in rural areas, so that children receive education, at the same time, she also sees the harsh teaching environment and the lack of resources.",What kind of emotion do rural children have?,Happy,Angry,Guilt,Worry,A
352,Emotion: Discrepant emotions,1,High school student Li Hua stays up until three in the morning to complete his homework. Li Hua's parents find that the light in Li Hua's room is still on.,What kind of emotion does Li Hua have?,Happy,Worry,Sadness,Tired,D
